0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 2.19, 1.22, 1.46, 0.45, 2.19, 0.81, 2.19, 0.25, 2.19, 1.22, 2.19, 0.00, 2.19, 1.22, 1.46, 0.00
0.00, 1.22, 2.43, 1.22, 0.90, 1.26, 1.62, 0.81, 0.50, 1.47, 2.43, 1.22, 0.00, 1.22, 2.43, 1.22, 0.00
0.00, 0.73, 1.66, 2.19, 1.35, 1.46, 1.26, 0.00, 0.75, 1.46, 1.47, 0.00, 0.00, 0.73, 1.22, 2.19, 0.00
0.00, 0.45, 0.90, 1.35, 1.80, 1.35, 0.90, 0.45, 1.00, 0.75, 0.50, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 1.46, 0.86, 0.73, 1.60, 2.19, 1.66, 1.46, 1.25, 2.19, 1.06, 2.19, 0.25, 2.19, 0.00, 2.19, 0.00
0.00, 0.41, 0.81, 1.11, 1.40, 1.91, 2.43, 1.72, 1.50, 1.56, 1.62, 1.06, 0.50, 0.25, 0.00, 0.00, 0.00
0.00, 1.46, 0.65, 2.19, 1.20, 0.73, 1.97, 2.19, 1.75, 1.46, 1.56, 0.00, 0.75, 1.46, 0.25, 0.00, 0.00
0.00, 0.25, 0.50, 0.75, 1.00, 1.25, 1.50, 1.75, 2.00, 1.75, 1.50, 1.25, 1.00, 0.75, 0.50, 0.25, 0.00
0.00, 2.19, 1.47, 1.46, 0.98, 2.19, 1.56, 2.19, 1.75, 2.19, 1.97, 2.19, 1.20, 2.19, 1.47, 1.46, 0.00
0.00, 1.22, 2.43, 1.22, 0.95, 1.28, 1.62, 1.56, 1.50, 1.97, 2.43, 1.22, 1.40, 1.91, 2.43, 1.22, 0.00
0.00, 0.73, 1.44, 2.19, 0.92, 1.46, 1.28, 0.00, 1.25, 1.46, 1.91, 0.00, 1.60, 0.73, 1.66, 2.19, 0.00
0.00, 0.22, 0.45, 0.67, 0.90, 0.92, 0.95, 0.98, 1.00, 1.20, 1.40, 1.60, 1.80, 1.35, 0.90, 0.45, 0.00
0.00, 1.46, 0.63, 0.73, 0.67, 2.19, 1.69, 1.46, 0.75, 2.19, 1.51, 2.19, 1.35, 2.19, 0.45, 2.19, 0.00
0.00, 0.41, 0.81, 0.63, 0.45, 1.44, 2.43, 1.47, 0.50, 1.06, 1.62, 1.26, 0.90, 0.45, 0.00, 0.00, 0.00
0.00, 1.46, 0.41, 2.19, 0.22, 0.73, 1.22, 2.19, 0.25, 1.46, 0.81, 0.00, 0.45, 1.46, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
