0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 1.31, 0.00, 0.00, 0.73, 1.31, 0.00, 0.00, 0.00, 1.31, 0.41, 0.00, 0.73, 1.31, 0.12, 0.00, 0.00, 1.31, 0.00, 0.00, 0.73, 1.31, 0.22, 0.00, 0.00, 1.31, 0.41, 0.00, 0.73, 1.31, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.73, 1.46, 0.73, 0.00, 0.00, 0.00, 0.00, 0.81, 1.13, 1.46, 0.73, 0.25, 0.12, 0.00, 0.00, 0.00, 0.73, 1.46, 0.73, 0.45, 0.22, 0.00, 0.00, 0.81, 1.13, 1.46, 0.73, 0.00
0.00, 1.97, 0.00, 1.97, 0.00, 1.97, 0.73, 1.97, 0.00, 1.97, 0.41, 1.97, 1.22, 1.97, 1.13, 1.97, 0.38, 1.97, 0.12, 1.97, 0.00, 1.97, 0.73, 1.97, 0.67, 1.97, 0.63, 1.97, 1.22, 1.97, 1.13, 1.97, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.41, 0.81, 1.22, 1.62, 1.22, 0.81, 0.41, 0.50, 0.38, 0.25, 0.12, 0.00, 0.00, 0.00, 0.00, 0.90, 1.08, 1.26, 1.44, 1.62, 1.22, 0.81, 0.41, 0.00
0.00, 1.97, 1.09, 1.31, 0.00, 0.00, 1.09, 1.31, 0.00, 1.97, 1.50, 1.31, 1.22, 0.00, 1.50, 1.31, 0.62, 1.97, 1.22, 1.31, 0.35, 0.00, 1.09, 1.31, 1.12, 1.97, 1.72, 1.31, 1.44, 0.00, 1.50, 1.31, 0.00
0.00, 1.09, 2.19, 1.09, 0.00, 1.09, 2.19, 1.09, 0.00, 1.09, 2.19, 1.50, 0.81, 1.50, 2.19, 1.09, 0.75, 1.47, 2.19, 1.44, 0.70, 1.44, 2.19, 1.54, 1.35, 1.77, 2.19, 1.72, 1.26, 1.72, 2.19, 1.09, 0.00
0.00, 0.00, 1.09, 1.97, 0.00, 1.97, 1.09, 1.97, 0.00, 0.00, 1.09, 1.97, 0.41, 1.97, 1.09, 1.97, 0.88, 0.00, 1.69, 1.97, 1.05, 1.97, 1.89, 1.97, 1.57, 0.00, 1.77, 1.97, 1.08, 1.97, 1.32, 1.97, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.10, 1.20, 1.30, 1.40, 1.50, 1.60, 1.70, 1.80, 1.57, 1.35, 1.12, 0.90, 0.67, 0.45, 0.22, 0.00
0.00, 1.97, 1.09, 1.31, 0.61, 0.00, 0.73, 0.00, 0.12, 0.00, 0.00, 1.31, 0.61, 0.00, 0.73, 1.31, 1.12, 1.97, 1.69, 1.31, 1.66, 0.00, 1.53, 0.00, 1.70, 0.00, 0.67, 1.31, 1.28, 0.00, 0.95, 1.31, 0.00
0.00, 1.09, 2.19, 1.09, 1.22, 1.34, 1.46, 0.85, 0.25, 0.12, 0.00, 0.00, 1.22, 1.34, 1.46, 0.98, 1.25, 1.72, 2.19, 1.09, 1.91, 1.69, 1.46, 1.53, 1.60, 0.80, 0.00, 0.00, 1.66, 1.56, 1.46, 0.73, 0.00
0.00, 0.00, 1.70, 1.97, 1.82, 1.31, 1.46, 1.97, 0.38, 1.97, 0.73, 1.97, 1.82, 1.97, 1.59, 1.97, 1.38, 0.00, 2.08, 1.97, 2.17, 1.31, 1.69, 1.97, 1.50, 1.97, 0.96, 1.97, 2.05, 1.97, 1.34, 1.97, 0.00
0.00, 0.61, 1.22, 1.82, 2.43, 1.95, 1.47, 0.98, 0.50, 0.98, 1.47, 1.95, 2.43, 2.07, 1.72, 1.36, 1.50, 1.73, 1.97, 2.20, 2.43, 2.17, 1.91, 1.66, 1.40, 1.66, 1.91, 2.17, 2.43, 1.82, 1.22, 0.61, 0.00
0.00, 1.97, 0.61, 1.31, 1.95, 1.97, 1.83, 1.31, 0.62, 1.97, 1.83, 1.31, 2.20, 0.00, 1.95, 1.31, 1.62, 1.97, 0.98, 1.31, 2.20, 1.97, 2.05, 1.31, 1.30, 1.97, 2.05, 1.31, 1.95, 0.00, 1.70, 1.31, 0.00
0.00, 0.00, 0.00, 0.73, 1.47, 1.83, 2.19, 1.47, 0.75, 1.47, 2.19, 2.08, 1.97, 2.08, 2.19, 1.84, 1.75, 0.88, 0.00, 0.98, 1.97, 2.08, 2.19, 1.69, 1.20, 1.69, 2.19, 1.83, 1.47, 1.83, 2.19, 1.09, 0.00
0.00, 1.97, 0.12, 0.66, 0.98, 0.00, 1.47, 1.97, 0.88, 0.00, 1.72, 1.97, 1.73, 1.97, 1.97, 1.97, 1.88, 1.97, 0.88, 0.66, 1.73, 0.00, 1.72, 1.97, 1.10, 0.00, 1.47, 1.97, 0.98, 1.97, 1.22, 1.97, 0.00
0.00, 0.12, 0.25, 0.38, 0.50, 0.62, 0.75, 0.88, 1.00, 1.12, 1.25, 1.38, 1.50, 1.62, 1.75, 1.88, 2.00, 1.88, 1.75, 1.62, 1.50, 1.38, 1.25, 1.12, 1.00, 0.88, 0.75, 0.62, 0.50, 0.38, 0.25, 0.12, 0.00
0.00, 1.97, 1.22, 1.31, 0.98, 0.00, 1.10, 0.00, 1.21, 0.00, 0.62, 0.00, 1.53, 0.00, 0.88, 1.31, 1.88, 0.00, 0.88, 1.31, 1.12, 0.00, 1.35, 1.31, 1.21, 0.00, 0.38, 1.31, 0.78, 0.00, 0.85, 1.31, 0.00
0.00, 1.09, 2.19, 1.09, 1.47, 1.46, 1.46, 0.98, 1.42, 0.71, 0.00, 0.00, 1.56, 0.78, 0.00, 0.88, 1.75, 0.88, 0.00, 0.00, 0.75, 1.10, 1.46, 0.98, 1.42, 0.71, 0.00, 0.00, 1.06, 1.26, 1.46, 0.73, 0.00
0.00, 0.00, 1.70, 1.97, 1.95, 1.31, 1.34, 1.97, 1.64, 1.31, 0.87, 1.97, 1.59, 1.97, 0.78, 1.97, 1.62, 1.97, 0.38, 1.97, 0.38, 1.97, 0.73, 1.97, 1.64, 1.97, 0.87, 1.97, 1.34, 1.97, 1.13, 1.97, 0.00
0.00, 0.61, 1.22, 1.82, 2.43, 1.82, 1.22, 0.61, 1.85, 1.79, 1.74, 1.68, 1.62, 1.59, 1.56, 1.53, 1.50, 1.12, 0.75, 0.38, 0.00, 0.00, 0.00, 0.00, 1.85, 1.79, 1.74, 1.68, 1.62, 1.22, 0.81, 0.41, 0.00
0.00, 1.97, 0.61, 1.31, 2.16, 1.97, 1.70, 1.31, 2.06, 0.00, 1.60, 0.00, 1.68, 1.97, 1.87, 1.31, 1.38, 1.97, 1.47, 1.31, 0.46, 0.00, 1.09, 1.31, 2.06, 1.97, 1.96, 1.31, 1.55, 0.00, 1.50, 1.31, 0.00
0.00, 0.00, 0.00, 0.95, 1.89, 2.04, 2.19, 1.77, 2.28, 1.87, 1.46, 1.60, 1.74, 1.96, 2.19, 1.72, 1.25, 1.72, 2.19, 1.56, 0.93, 1.56, 2.19, 1.77, 2.28, 2.23, 2.19, 1.84, 1.49, 1.84, 2.19, 1.09, 0.00
0.00, 1.97, 0.34, 0.66, 1.62, 0.00, 2.11, 1.97, 2.49, 1.31, 1.87, 1.97, 1.79, 1.97, 1.81, 0.66, 1.12, 0.00, 1.81, 1.97, 1.39, 1.97, 2.23, 1.97, 2.49, 0.00, 2.11, 1.97, 1.42, 1.97, 1.43, 1.97, 0.00
0.00, 0.34, 0.68, 1.01, 1.35, 1.69, 2.03, 2.36, 2.70, 2.49, 2.28, 2.06, 1.85, 1.64, 1.42, 1.21, 1.00, 1.21, 1.42, 1.64, 1.85, 2.06, 2.28, 2.49, 2.70, 2.36, 2.03, 1.69, 1.35, 1.01, 0.68, 0.34, 0.00
0.00, 1.97, 1.43, 1.31, 1.01, 1.97, 1.74, 1.31, 2.36, 1.97, 2.23, 1.31, 2.00, 0.00, 1.44, 0.00, 0.88, 1.97, 1.81, 1.31, 2.00, 0.00, 1.87, 0.00, 2.36, 0.00, 1.01, 1.31, 1.62, 0.00, 1.07, 1.31, 0.00
0.00, 1.09, 2.19, 1.09, 0.68, 1.07, 1.46, 1.74, 2.03, 2.11, 2.19, 1.09, 2.14, 1.80, 1.46, 1.10, 0.75, 1.47, 2.19, 1.09, 2.14, 1.80, 1.46, 1.74, 2.03, 1.01, 0.00, 0.00, 1.89, 1.67, 1.46, 0.73, 0.00
0.00, 1.97, 1.09, 0.66, 0.34, 1.97, 1.07, 0.66, 1.69, 0.00, 2.04, 1.97, 2.29, 1.31, 1.46, 1.97, 0.62, 0.00, 1.83, 1.97, 2.29, 1.31, 1.67, 1.97, 1.69, 1.97, 0.95, 1.97, 2.16, 1.97, 1.34, 1.97, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.34, 0.68, 1.01, 1.35, 1.62, 1.89, 2.16, 2.43, 1.95, 1.47, 0.98, 0.50, 0.98, 1.47, 1.95, 2.43, 2.16, 1.89, 1.62, 1.35, 1.62, 1.89, 2.16, 2.43, 1.82, 1.22, 0.61, 0.00
