0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 1.31, 0.00, 0.66, 0.73, 0.66, 0.00, 0.66, 0.36, 0.66, 0.41, 0.00, 0.36, 0.66, 0.12, 0.66, 0.36, 0.66, 0.20, 0.00, 0.36, 0.66, 0.22, 0.00, 0.00, 0.66, 0.20, 0.00, 0.36, 1.31, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.73, 1.46, 0.73, 0.00, 0.36, 0.73, 0.36, 0.81, 0.77, 0.73, 0.36, 0.25, 0.49, 0.73, 0.36, 0.41, 0.57, 0.73, 0.36, 0.45, 0.22, 0.00, 0.00, 0.41, 0.57, 0.73, 0.36, 0.00
0.00, 0.66, 0.00, 0.66, 0.00, 1.31, 0.73, 1.31, 0.00, 1.31, 0.77, 1.31, 1.22, 1.31, 0.77, 0.00, 0.38, 1.31, 0.69, 1.31, 0.61, 1.31, 0.57, 0.00, 0.67, 1.31, 0.43, 0.00, 0.61, 0.66, 0.57, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.41, 0.81, 1.22, 1.62, 1.22, 0.81, 0.41, 0.50, 0.58, 0.65, 0.73, 0.81, 0.61, 0.41, 0.20, 0.90, 0.88, 0.86, 0.83, 0.81, 0.61, 0.41, 0.20, 0.00
0.00, 0.00, 0.36, 1.31, 0.00, 0.00, 0.36, 0.66, 0.00, 0.00, 1.13, 1.31, 1.22, 0.66, 1.13, 0.66, 0.62, 0.00, 1.06, 1.31, 0.96, 0.66, 0.93, 0.66, 1.12, 0.00, 1.16, 0.66, 0.83, 0.66, 0.20, 0.66, 0.00
0.00, 0.36, 0.73, 0.36, 0.00, 0.36, 0.73, 0.36, 0.00, 0.73, 1.46, 1.13, 0.81, 1.13, 1.46, 0.73, 0.75, 1.10, 1.46, 1.28, 1.11, 1.28, 1.46, 1.18, 1.35, 1.40, 1.46, 1.16, 0.86, 0.43, 0.00, 0.00, 0.00
0.00, 0.66, 0.36, 0.00, 0.00, 1.31, 0.36, 0.00, 0.00, 0.66, 0.73, 0.00, 0.41, 1.31, 0.73, 1.31, 0.88, 0.66, 1.33, 0.00, 1.25, 1.31, 1.53, 1.31, 1.57, 1.31, 1.40, 0.00, 0.88, 1.31, 0.22, 1.31, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.10, 1.20, 1.30, 1.40, 1.50, 1.60, 1.70, 1.80, 1.57, 1.35, 1.12, 0.90, 0.67, 0.45, 0.22, 0.00
0.00, 0.00, 0.00, 1.31, 0.20, 0.00, 0.73, 1.31, 0.12, 0.00, 0.00, 0.66, 0.20, 0.00, 0.36, 1.31, 1.12, 0.00, 0.60, 1.31, 1.45, 0.00, 1.53, 1.31, 1.70, 0.66, 1.04, 0.66, 1.08, 0.00, 0.59, 0.66, 0.00
0.00, 0.00, 0.00, 0.00, 0.41, 0.93, 1.46, 0.85, 0.25, 0.12, 0.00, 0.00, 0.41, 0.57, 0.73, 0.61, 1.25, 0.62, 0.00, 0.00, 1.51, 1.48, 1.46, 1.53, 1.60, 1.16, 0.73, 0.36, 1.26, 0.99, 0.73, 0.36, 0.00
0.00, 0.66, 0.20, 0.00, 0.61, 0.66, 1.06, 0.66, 0.38, 1.31, 0.33, 0.00, 0.61, 0.66, 0.82, 0.00, 1.38, 0.66, 0.78, 0.00, 1.57, 0.66, 1.48, 0.66, 1.50, 1.31, 1.12, 1.31, 1.44, 1.31, 0.77, 0.00, 0.00
0.00, 0.20, 0.41, 0.61, 0.81, 0.73, 0.65, 0.58, 0.50, 0.58, 0.65, 0.73, 0.81, 0.86, 0.90, 0.95, 1.50, 1.53, 1.56, 1.59, 1.62, 1.57, 1.51, 1.45, 1.40, 1.45, 1.51, 1.57, 1.62, 1.22, 0.81, 0.41, 0.00
0.00, 0.66, 0.57, 0.66, 0.73, 0.00, 0.33, 1.31, 0.62, 0.00, 1.06, 0.66, 0.98, 0.66, 0.45, 0.66, 1.62, 0.66, 1.14, 0.66, 1.59, 0.00, 0.75, 1.31, 1.30, 0.00, 1.48, 1.31, 1.34, 0.66, 1.13, 0.66, 0.00
0.00, 0.36, 0.73, 0.69, 0.65, 0.33, 0.00, 0.38, 0.75, 1.10, 1.46, 1.31, 1.15, 0.58, 0.00, 0.75, 1.75, 1.24, 0.73, 1.14, 1.56, 0.78, 0.00, 0.60, 1.20, 1.33, 1.46, 1.26, 1.06, 1.26, 1.46, 0.73, 0.00
0.00, 1.31, 0.49, 1.31, 0.58, 0.66, 0.38, 0.00, 0.88, 1.31, 1.35, 0.00, 1.33, 1.31, 0.88, 1.31, 1.88, 1.31, 1.24, 1.31, 1.53, 0.66, 0.62, 0.00, 1.10, 0.66, 1.10, 0.00, 0.78, 1.31, 0.85, 1.31, 0.00
0.00, 0.12, 0.25, 0.38, 0.50, 0.62, 0.75, 0.88, 1.00, 1.12, 1.25, 1.38, 1.50, 1.62, 1.75, 1.88, 2.00, 1.88, 1.75, 1.62, 1.50, 1.38, 1.25, 1.12, 1.00, 0.88, 0.75, 0.62, 0.50, 0.38, 0.25, 0.12, 0.00
0.00, 0.00, 0.12, 1.31, 0.38, 0.00, 1.10, 1.31, 0.99, 0.00, 0.62, 1.31, 1.53, 0.66, 1.60, 0.66, 1.88, 0.00, 0.88, 0.66, 1.12, 0.00, 0.99, 1.31, 0.99, 0.00, 0.38, 1.31, 0.58, 0.00, 0.85, 1.31, 0.00
0.00, 0.00, 0.00, 0.00, 0.25, 0.85, 1.46, 0.98, 0.98, 0.49, 0.00, 0.00, 1.56, 1.51, 1.46, 1.60, 1.75, 0.88, 0.00, 0.00, 0.75, 0.74, 0.73, 0.61, 0.98, 0.49, 0.00, 0.00, 0.65, 1.06, 1.46, 0.73, 0.00
0.00, 0.66, 0.00, 0.00, 0.12, 0.66, 0.73, 0.66, 0.96, 0.66, 0.64, 0.66, 1.59, 1.31, 1.51, 1.31, 1.62, 1.31, 0.38, 0.00, 0.38, 0.66, 0.36, 0.00, 0.96, 0.66, 0.44, 0.00, 0.73, 0.66, 0.93, 0.66, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.95, 1.12, 1.28, 1.45, 1.62, 1.59, 1.56, 1.53, 1.50, 1.12, 0.75, 0.38, 0.00, 0.00, 0.00, 0.00, 0.95, 0.91, 0.88, 0.85, 0.81, 0.61, 0.41, 0.20, 0.00
0.00, 0.66, 0.36, 0.66, 0.11, 0.00, 0.00, 1.31, 0.94, 0.00, 1.01, 1.31, 1.45, 0.00, 1.14, 0.66, 1.38, 0.00, 1.10, 0.66, 0.24, 0.66, 0.00, 0.66, 0.94, 0.66, 0.80, 0.66, 0.72, 0.00, 0.20, 1.31, 0.00
0.00, 0.36, 0.73, 0.48, 0.22, 0.11, 0.00, 0.22, 0.92, 0.83, 0.73, 1.01, 1.28, 1.01, 0.73, 0.99, 1.25, 1.35, 1.46, 0.97, 0.47, 0.24, 0.00, 0.22, 0.92, 0.83, 0.73, 0.68, 0.63, 0.31, 0.00, 0.00, 0.00
